NPI|NDC|Units|UnitCost
0000000002|00000001314|1718|17.16
0000000003|00000002975|705|163.85
0000000009|00000004451|683|322.13
0000000007|00000003956|1663|319.41
0000000009|00000001726|1308|101.72
0000000007|00000002187|2622|410.30
0000000006|00000003106|2152|69.52
0000000001|00000000722|2788|478.47
0000000001|00000003229|453|181.26
0000000008|00000001371|2039|328.39
0000000003|00000003938|524|296.89
0000000003|00000003213|2057|364.78
0000000007|00000003831|1003|354.24
0000000008|00000003330|731|234.49
0000000005|00000004103|150|256.23
0000000008|00000000390|2742|150.08
0000000002|00000002585|1578|46.91
0000000009|00000000996|252|309.26
0000000002|00000004394|312|442.38
0000000004|00000001243|553|135.64
0000000006|00000002908|2588|196.47
0000000001|00000003659|1681|347.80
0000000005|00000003643|2159|55.62
0000000003|00000004242|1160|357.51
0000000009|00000001916|2018|23.55
0000000002|00000003046|113|53.38
0000000001|00000004451|2603|84.84
0000000007|00000001553|703|74.82
0000000008|00000002911|366|437.81
0000000010|00000000012|448|158.13
0000000006|00000004302|834|395.00
0000000010|00000001422|1906|263.75
0000000006|00000001352|1768|408.24
0000000006|00000000428|345|353.61
0000000007|00000001841|523|220.74
0000000009|00000003524|2502|78.35
0000000007|00000004479|1365|234.19
0000000001|00000001281|1021|168.02
0000000003|00000004741|2711|303.84
0000000003|00000000660|1826|123.63
0000000003|00000003741|1448|202.38
0000000003|00000002282|95|206.07
0000000008|00000000460|2948|144.30
0000000002|00000002152|1959|149.62
0000000008|00000002901|559|34.95
0000000006|00000002878|2239|148.93
0000000009|00000000857|230|245.25
0000000003|00000000744|220|416.35
0000000010|00000001936|2950|152.47
0000000002|00000002545|1234|347.83
0000000004|00000004895|2240|258.11
0000000006|00000003881|1741|406.22
0000000005|00000004115|1755|348.09
0000000004|00000001249|2025|406.07
0000000008|00000004390|1737|82.09
0000000007|00000000843|2513|83.60
0000000006|00000003695|1550|271.10
0000000008|00000002499|2497|209.55
0000000003|00000002237|2806|29.14
0000000005|00000001412|1163|290.64
0000000002|00000001534|433|458.10
0000000008|00000003845|279|345.85
0000000007|00000001865|2014|87.99
0000000002|00000003054|2923|250.72
0000000008|00000003360|457|207.11
0000000010|00000000927|2775|291.91
0000000007|00000001940|2697|120.13
0000000004|00000004386|2109|341.11
0000000002|00000001800|1394|327.54
0000000006|00000002147|1912|103.71
0000000001|00000004621|2605|270.45
0000000004|00000001938|1158|248.02
0000000009|00000001729|2694|88.21
0000000007|00000003971|1654|396.50
0000000001|00000002170|2899|236.26
0000000007|00000003500|193|127.68
0000000007|00000001407|255|108.36
0000000001|00000002089|2193|173.50
0000000006|00000000744|2038|123.16
0000000009|00000004323|373|388.19
0000000001|00000002558|2004|18.59
0000000010|00000002493|1611|42.31
0000000005|00000004194|2799|375.40
0000000005|00000003341|816|461.60
0000000001|00000000151|330|340.44
0000000009|00000003589|352|407.00
0000000003|00000000171|1389|411.46
0000000009|00000000558|1411|51.55
0000000008|00000003968|2240|146.49
0000000006|00000001966|2177|154.10
0000000004|00000001293|1770|268.64
0000000003|00000004249|2964|442.89
0000000002|00000001355|194|411.60
0000000002|00000001343|1976|315.59
0000000001|00000001927|1677|286.01
0000000009|00000001100|1745|457.30
0000000002|00000004102|2466|107.62
0000000008|00000004879|1343|38.44
0000000007|00000000739|1447|98.24
0000000010|00000003082|1359|69.35
0000000009|00000003662|2536|197.12
0000000007|00000002428|898|268.69
0000000004|00000001465|344|120.99
0000000002|00000004745|1340|204.03
0000000003|00000004232|1998|410.76
0000000006|00000001499|1617|98.81
0000000006|00000001894|177|285.71
0000000010|00000000205|663|76.16
0000000007|00000000271|567|257.73
0000000008|00000000987|574|310.92
0000000008|00000002573|2421|411.69
0000000004|00000003074|466|238.55
0000000008|00000002055|1464|192.73
0000000010|00000000459|643|395.78
0000000002|00000000271|1528|476.67
0000000010|00000000849|2210|202.02
0000000010|00000001483|2892|14.06
0000000003|00000001903|839|44.26
0000000006|00000003975|2448|467.80
0000000010|00000001293|35|132.66
0000000004|00000000181|945|434.50
0000000006|00000001700|705|127.90
0000000007|00000000935|2548|174.65
0000000001|00000002420|857|8.25
0000000001|00000001177|615|344.81
0000000004|00000004849|2071|232.28
0000000001|00000003917|351|426.55
0000000001|00000000692|2269|11.86
0000000002|00000001575|1948|174.64
0000000008|00000001487|2838|243.02
0000000003|00000003200|62|454.67
0000000003|00000002495|771|142.29
0000000009|00000001796|212|30.27
0000000010|00000004835|1418|62.21
0000000010|00000001707|72|310.63
0000000006|00000000094|493|165.78
0000000008|00000003137|608|244.33
0000000009|00000003781|2241|23.37
0000000002|00000003493|1658|456.79
0000000003|00000004402|1224|137.39
0000000001|00000004029|1314|478.92
0000000001|00000004491|2593|314.82
0000000009|00000004501|2181|327.13
0000000010|00000004490|326|317.65
0000000002|00000004021|886|395.85
0000000004|00000002122|958|231.29
0000000003|00000003414|2720|32.16
0000000002|00000001111|2779|465.07
0000000003|00000003024|2446|277.17
0000000002|00000002790|2894|298.03
0000000010|00000001852|2522|154.89
0000000008|00000001464|1190|425.59
0000000008|00000003881|861|48.23
0000000007|00000000320|636|324.02
0000000005|00000002195|2508|133.65
0000000004|00000000332|2126|49.32
0000000004|00000003576|1217|270.77
0000000010|00000001773|1827|204.57
0000000005|00000003045|1170|405.42
0000000002|00000003047|1553|155.44
0000000004|00000001431|193|232.28
0000000002|00000004018|1357|466.34
0000000010|00000000634|442|314.74
0000000005|00000000952|363|131.57
0000000005|00000002244|1807|50.11
0000000009|00000004321|266|58.38
0000000002|00000003976|2309|120.93
0000000010|00000003423|2488|389.67
0000000008|00000000728|1245|465.86
0000000007|00000003703|1116|390.79
0000000007|00000001072|1919|133.11
0000000005|00000004686|602|134.11
0000000009|00000001490|2777|248.95
0000000002|00000002643|1830|398.93
0000000005|00000001464|183|219.45
0000000010|00000003963|2411|191.82
0000000005|00000002736|2954|152.34
0000000007|00000002679|1743|28.27
0000000007|00000004560|1713|163.98
0000000006|00000004413|546|358.05
0000000005|00000003717|575|120.09
0000000006|00000000953|2580|229.50
0000000006|00000002419|869|363.07
0000000002|00000000372|427|427.11
0000000004|00000001447|2263|402.91
0000000002|00000002357|989|389.18
0000000005|00000003815|1774|310.60
0000000008|00000003931|2726|198.73
0000000010|00000001219|1740|34.35
0000000009|00000000931|749|319.90
0000000005|00000002049|185|376.71
0000000004|00000002118|2443|214.21
0000000001|00000002008|1175|105.59
0000000007|00000000198|1030|262.09
0000000004|00000000511|852|426.14
0000000003|00000001437|1436|418.30
0000000008|00000000454|2092|125.65
0000000010|00000001134|2350|146.47
0000000005|00000004151|2525|145.02
0000000002|00000001814|1081|45.27
0000000007|00000004108|2886|475.05
0000000006|00000000764|1982|473.86
0000000003|00000002073|2671|317.29
0000000009|00000001495|79|55.67
0000000002|00000002231|2876|281.12
0000000001|00000003032|1171|281.10
0000000001|00000002004|2060|20.60
0000000007|00000000580|2144|280.13
0000000004|00000003616|1768|356.34
0000000002|00000001821|1713|466.84
0000000005|00000004236|1048|263.27
0000000009|00000004543|2619|23.29
0000000009|00000002668|2947|79.60
0000000004|00000002812|2993|451.39
0000000009|00000001340|892|412.65
0000000010|00000004527|474|345.96
0000000005|00000001266|2093|489.95
0000000004|00000002351|2844|142.64
0000000008|00000001577|725|478.01
0000000006|00000000218|1938|390.46
0000000005|00000000621|1868|164.70
0000000003|00000004638|2350|343.39
0000000003|00000003842|1036|47.82
0000000008|00000002877|254|209.13
0000000007|00000004305|2429|349.51
0000000007|00000004771|1431|213.69
0000000002|00000000333|2959|441.65
0000000009|00000003427|700|205.74
0000000003|00000001689|2748|173.17
0000000007|00000004574|2392|192.54
0000000007|00000001110|2872|262.07
0000000009|00000001874|1781|411.32
0000000005|00000004701|2916|311.47
0000000005|00000003036|376|74.19
0000000008|00000004176|2311|387.40
0000000001|00000004055|1957|456.82
0000000006|00000000140|1573|323.14
0000000008|00000003251|2241|280.01
0000000010|00000003410|1030|188.98
0000000003|00000000899|74|11.09
0000000008|00000000418|1695|264.84
0000000008|00000000643|1789|79.25
0000000005|00000001963|1273|12.22
0000000007|00000004210|1176|59.03
0000000008|00000004674|1965|108.57
0000000001|00000002831|1685|136.81
0000000010|00000004573|116|141.58
0000000005|00000004781|381|110.16
0000000007|00000004141|2589|130.21
0000000007|00000001340|426|278.49
0000000004|00000002899|1469|55.30
0000000008|00000004319|816|107.72
0000000006|00000004951|1876|33.02
0000000001|00000002419|2162|54.98
0000000009|00000000793|557|182.49
0000000004|00000001337|36|349.24
0000000004|00000003186|1763|436.59
0000000002|00000002993|1917|498.01
0000000004|00000004754|1725|223.87
0000000008|00000002184|2817|371.62
0000000006|00000002881|522|146.24
0000000004|00000004389|1864|473.26
0000000005|00000003862|2032|163.96
0000000007|00000000930|350|475.78
0000000009|00000001353|1566|430.50
0000000007|00000003405|851|282.16
0000000003|00000003449|1616|430.24
0000000005|00000003006|1161|353.58
0000000002|00000004936|2807|348.14
0000000006|00000001857|2571|278.36
0000000005|00000001494|463|189.76
0000000010|00000004380|1303|442.65
0000000010|00000000353|477|488.12
0000000006|00000000314|2092|485.83
0000000003|00000000989|1697|234.09
0000000005|00000003649|1362|213.49
0000000008|00000003317|1008|450.12
0000000009|00000003868|2678|379.86
0000000007|00000004871|702|347.85
0000000001|00000002412|2654|415.27
0000000006|00000001325|1067|486.29
0000000005|00000001868|1208|48.83
0000000004|00000004622|768|67.36
0000000009|00000004778|2271|425.68
0000000010|00000004934|1339|415.67
0000000010|00000003394|814|245.87
0000000004|00000002041|1321|265.43
0000000009|00000002497|1201|275.80
0000000008|00000002141|1860|467.56
0000000010|00000001216|2029|411.43
0000000005|00000001626|2690|110.07
0000000007|00000000915|2772|30.61
0000000010|00000000964|2719|45.02
0000000010|00000004219|420|18.26
0000000007|00000003445|489|228.21
0000000007|00000001840|1339|486.25
0000000004|00000002015|2942|227.10
0000000008|00000004248|344|138.20
0000000006|00000000239|1439|6.11
0000000010|00000001190|2550|322.95
0000000008|00000001704|2243|279.79
0000000001|00000001815|2230|178.66
0000000001|00000000228|2819|272.01
0000000006|00000002820|2672|479.61
0000000002|00000000426|591|91.84
0000000008|00000001450|229|352.74
0000000007|00000000561|2524|396.08
0000000004|00000002382|2349|33.21
0000000001|00000004096|1697|421.28
0000000006|00000003336|1222|212.71
0000000008|00000001479|951|356.59
0000000003|00000002487|2320|25.47
0000000010|00000003242|2576|116.88
0000000008|00000001185|742|416.65
0000000004|00000002614|1352|331.47
0000000008|00000000043|710|120.47
0000000008|00000000058|1979|458.15
0000000010|00000004798|2002|424.80
0000000003|00000001553|1144|83.38
0000000008|00000004748|2990|167.53
0000000002|00000004743|1195|129.52
0000000007|00000000825|594|444.99
0000000002|00000004778|1042|156.58
0000000006|00000004396|1375|496.27
0000000010|00000004414|1879|333.06
0000000009|00000000237|852|171.17
0000000005|00000002032|2945|169.46
0000000004|00000001251|1681|378.77
0000000006|00000002753|388|329.88
0000000007|00000002767|2136|200.95
0000000003|00000004582|1297|436.10
0000000002|00000001084|601|429.63
0000000001|00000002928|2828|131.28
0000000010|00000002732|2975|449.78
0000000005|00000001387|2192|105.68
0000000005|00000002101|627|25.44
0000000004|00000003856|845|53.66
0000000006|00000004139|222|12.38
0000000003|00000004220|1545|423.89
0000000003|00000004794|938|39.45
0000000003|00000004711|1820|322.57
0000000006|00000001028|2311|17.94
0000000010|00000003646|1979|218.02
0000000004|00000004794|1891|500.09
0000000006|00000001539|2021|419.96
0000000008|00000000235|1756|465.20
0000000010|00000000675|2040|220.27
0000000003|00000002188|179|184.25
0000000004|00000003864|218|319.91
0000000003|00000000780|1628|197.41
0000000006|00000002244|49|485.16
0000000010|00000001970|2410|279.65
0000000008|00000004659|1129|122.44
0000000001|00000004576|2865|368.79
0000000002|00000002489|1864|468.39
0000000010|00000001229|1850|360.31
0000000005|00000004130|818|383.58
0000000006|00000000494|2386|492.06
0000000004|00000002984|2688|48.88
0000000002|00000000355|554|333.67
0000000006|00000000271|1112|395.94
0000000009|00000003184|2982|156.75
0000000009|00000001872|1616|162.53
0000000003|00000001767|2468|177.89
0000000005|00000000157|10|63.72
0000000010|00000001221|105|465.70
0000000006|00000000278|149|204.92
0000000006|00000004100|1524|270.28
0000000002|00000000597|2622|295.62
0000000002|00000002803|132|429.29
0000000009|00000004570|1257|190.91
0000000008|00000000453|414|297.31
0000000007|00000002217|2332|318.65
0000000002|00000002088|26|43.97
0000000010|00000001789|2257|230.00
0000000010|00000001032|2688|400.89
0000000003|00000003666|2428|435.47
0000000007|00000003973|441|72.57
0000000003|00000001849|1859|436.31
0000000003|00000002806|1736|64.88
0000000003|00000001469|2804|252.29
0000000004|00000002445|1677|206.83
0000000002|00000000129|1981|437.66
0000000007|00000000181|2869|133.88
0000000007|00000001259|2504|25.44
0000000006|00000003123|1142|494.02
0000000004|00000003492|1212|122.38
0000000010|00000001887|568|140.94
0000000006|00000003700|2779|264.20
0000000001|00000003695|2083|104.21
0000000009|00000002880|2703|42.02
0000000008|00000003399|1312|122.89
0000000005|00000003692|971|431.44
0000000003|00000004050|2806|387.88
0000000007|00000004755|512|104.11
0000000010|00000001779|2798|270.40
0000000003|00000000748|1436|189.81
0000000006|00000000311|2211|372.06
0000000010|00000003341|2359|471.86
0000000004|00000003607|2215|467.54
0000000005|00000002628|102|476.65
0000000003|00000002763|2589|45.11
0000000009|00000000779|1153|163.61
0000000006|00000003528|427|500.37
0000000004|00000004199|1097|489.11
0000000004|00000004846|970|230.11
0000000009|00000000191|2743|355.08
0000000010|00000002170|1738|261.53
0000000004|00000000420|1631|47.85
0000000001|00000001779|382|103.54
0000000010|00000000402|1634|73.27
0000000004|00000004125|1198|39.89
0000000009|00000002457|517|302.43
0000000007|00000004602|1782|102.89
0000000009|00000001308|177|215.35
0000000002|00000002680|1270|212.49
0000000001|00000001924|2215|64.82
0000000009|00000002575|721|146.75
0000000005|00000001369|2373|425.32
0000000004|00000002933|1741|12.50
0000000010|00000003140|2735|40.14
0000000009|00000003840|2235|488.21
0000000005|00000001325|278|227.81
0000000007|00000000552|2314|376.06
0000000007|00000004556|2274|497.61
0000000001|00000004934|2556|247.35
0000000002|00000000775|1240|356.92
0000000002|00000002559|35|84.40
0000000003|00000004170|2650|48.39
0000000003|00000004160|2462|300.99
0000000003|00000002629|2849|346.17
0000000006|00000002826|1054|161.92
0000000001|00000004831|201|170.45
0000000010|00000001753|357|488.57
0000000002|00000004313|413|246.19
0000000008|00000003275|749|474.50
0000000004|00000000113|1699|88.57
0000000008|00000002493|34|278.06
0000000004|00000000247|1110|371.76
0000000001|00000003325|336|109.63
0000000003|00000001252|306|480.23
0000000010|00000002532|1576|409.25
0000000006|00000003339|575|255.34
0000000008|00000000560|632|178.14
0000000002|00000003484|2438|128.41
0000000009|00000002320|1918|441.97
0000000002|00000001750|1464|321.77
0000000010|00000001996|2693|132.19
0000000005|00000003889|806|474.09
0000000006|00000000342|2584|495.66
0000000001|00000000517|1940|482.45
0000000005|00000003974|682|311.20
0000000003|00000003526|2986|34.04
0000000010|00000001951|555|182.91
0000000009|00000004019|2814|104.42
0000000003|00000003589|1274|370.40
0000000006|00000000001|393|317.07
0000000010|00000002789|633|107.15
0000000002|00000004976|2175|133.36
0000000007|00000000354|500|170.15
0000000009|00000000067|1771|287.01
0000000001|00000004296|753|106.09
0000000008|00000002075|2467|210.99
0000000001|00000001420|7|251.32
0000000007|00000000370|2128|361.35
0000000004|00000003608|1811|170.26
0000000005|00000003020|2510|223.30
0000000009|00000001713|2162|262.75
0000000003|00000000306|1637|204.74
